1	475
100	22
1000	8
10003	5
10012	36
10014	1
10015	11
10016	2
10017	1
1002	28
10020	17
10029	39
1003	4
10030	26
10033	17
10036	1
1004	16
10043	1
10049	19
1005	6
10067	25
1007	2
10073	11
10074	2
10075	6
10076	3
10077	1
10079	31
1008	1
10080	31
10083	9
10087	224
1009	5
10092	7
10098	1
101	36
10101	2
10105	1
10106	2
10108	1
10109	8
1011	1
10110	80
10115	1
10119	7
1013	29
1014	1
1015	2
10152	2
10153	8
10155	37
10156	20
1016	23
10161	156
10162	168
10163	126
10165	216
1017	8
10178	13
1018	2
10180	1
10187	11
10189	4
1019	4
10191	7
10196	8
10197	8
102	56
10209	6
1021	11
10210	1
10213	52
10216	11
10218	39
10219	2
1022	5
10224	1
1023	16
10232	11
1025	17
10250	1
10257	5
10258	6
10259	31
1026	1
10260	4
10263	1
1027	3
10271	34
10278	45
1028	6
10280	1
1029	41
10294	9
10297	1
10298	1
103	5
1030	29
10308	12
1031	4
1032	9
10321	85
10325	3
10327	3
1033	67
10330	3
10334	1
10336	21
10338	3
1034	18
10348	4
10349	1
10350	4
10351	1
10355	3
10357	50
10359	1
1036	4
10370	2
10372	18
10378	10
10379	15
10380	4
10384	2
10389	15
1039	2
10390	1
10391	2
10392	3
10396	98
10397	52
104	27
1040	2
10406	5
10408	192
1041	4
10417	29
10418	9
10419	1
1042	7
10421	2
10429	2
1043	2
10431	1
10436	3
1044	7
10444	4
10447	45
10448	11
1045	8
10456	47
10457	1
10458	5
10459	1
1046	2
10460	59
10463	1
10464	8
10465	15
10469	2
10470	1
1048	12
10481	1
10488	2
1049	5
10490	159
10491	36
10495	54
105	6
1050	23
10500	11
10501	3
10502	3
10504	1
10507	4
1051	19
10513	1
10521	25
1053	1
10532	1
10536	3
10545	4
10546	3
1055	11
10552	2
10553	3
1056	3
10568	44
1057	3
10570	1
10572	19
10573	1
10575	1
10578	48
10582	4
10588	59
10589	16
10590	2
10595	1
106	34
1060	10
10604	3
10607	1
10611	15
1062	3
10620	600
10622	2
10624	3
10628	1
10629	4
10638	4
1064	4
10647	6
1065	12
10659	6
1066	2
10668	3
1067	8
10671	6
10681	27
10683	4
10686	4
10687	12
10688	1
1069	7
10690	8
10694	1
10695	3
10697	3
107	7
1070	3
10702	11
1071	1
10711	45
10713	2
10714	2
10715	2
10716	1
10717	1
10718	1
10719	145
1072	11
10721	132
10723	1
10728	1
10736	1
10737	5
10739	5
1074	7
10740	4
10742	1
10743	2
10757	2
1076	7
10764	3
10770	1
10779	16
1078	1
1079	17
10790	26
10792	3
10793	460
10794	5
10796	2
10798	30
108	1
1080	5
10800	129
10801	3
10804	1
10805	8
10808	25
1082	10
10827	2
1083	2
10832	1
10834	4
10838	9
1084	6
10842	1
10845	3
1085	6
10851	57
10859	1
1086	4
10862	1
10863	34
10869	1
1087	23
10870	1
1088	38
10884	5
1089	23
10893	3
10897	5
109	22
1090	9
10906	2
1091	7
10918	8
1092	8
1093	2
10934	2
10935	1
10937	28
10938	2
1094	5
1095	13
10958	5
1096	19
10964	2
1097	2
1098	2
10999	1
110	7
11001	5
11005	12
11009	1
11013	80
1102	8
11021	30
1103	8
11031	2
1104	3
1106	3
11061	729
11065	4
11067	1
1107	29
11077	8
1108	4
11083	1
1109	1
11099	2
111	1
1110	5
11101	1
11103	2
11111	563
11113	4
11123	15
1113	2
11135	23
1115	2
1116	4
11161	3
1117	17
11179	45
1118	15
11185	9
1119	8
112	6
1120	10
11209	5
1121	8
1122	7
11221	1
11227	18
1123	2
11235	29
11237	2
11239	7
1124	2
11241	44
11255	2
1126	8
11266	5
1127	5
1128	2
11285	110
113	5
1130	7
11313	13
11319	52
1132	15
11321	4
1133	7
11341	4
11349	3
1135	1
11355	8
11359	1
1136	4
1137	2
11371	10
11375	9
1138	8
11385	10
1139	1
114	31
1140	37
1142	28
1143	1
11433	90
11441	9
11447	2
1145	5
11457	9
1146	1
11465	2
11467	7
11469	1
11471	1
1148	3
1149	2
11491	17
11499	101
115	3
1151	4
1152	2
11523	2
1153	6
11531	2
11537	1
1155	2
11553	11
1156	3
11561	1
1157	8
11577	74
11597	99
116	2
1161	4
11615	1
11617	224
1162	1
1163	8
11633	61
1164	11
1165	1
11659	2
1166	1
11663	1
11665	16
1167	2
11679	7
11687	3
11689	5
1169	6
11691	7
11697	15
117	9
1170	3
11701	23
11703	46
11705	5
1171	1
11717	3
1172	3
11737	22
11739	21
1174	7
11741	132
11743	18
11745	3
11747	1
1175	3
11751	62
11755	14
11757	1239
11759	157
1176	1
11761	36
11763	15
11769	4
1177	28
11771	157
11773	1
1178	1
11783	14
11785	51
1179	5
11793	1
11799	3
118	2
1180	4
11807	1
11809	4
1181	4
11813	6
11815	1
1182	6
11827	19
1183	2
11837	24
1184	8
11843	104
1185	2
11855	2
11859	9
1186	3
11867	24
11869	2
11879	5
11883	3
11887	224
11889	1
1189	5
11897	4
119	10
1190	2
1191	1
11915	2
11917	4
1192	15
1193	3
11933	53
1194	10
1195	121
1196	6
11969	3
11977	14
11979	16
1198	8
11981	103
1199	1
11995	1
11997	3
120	161
1200	2
12001	2
12005	1
12015	7
12017	3
1202	3
12021	9
12029	28
12031	51
12037	2
1204	6
12049	16
1205	11
12053	6
12055	3
12057	4
12059	18
1206	3
12067	4
12069	4
1207	3
1208	2
1209	4
121	217
1210	310
1211	3
12113	19
12115	21
12117	3
12119	21
1212	13
12137	5
1214	4
12141	1
12143	3
12149	32
1215	8
12157	3
1216	4
1217	2
12175	59
1218	11
12187	3
12189	329
1219	2
12191	16
122	35
1220	3
1221	11
1222	97
12221	4
12231	7
12237	3
1224	7
1225	5
12255	2
1226	3
1227	3
1228	2
12281	3
12291	79
12293	48
123	58
1230	10
12317	32
12321	8
1233	4
1235	1
12355	201
12365	46
12367	20
1237	3
12373	4
12375	4
1238	3
1239	12
124	9
1240	2
12401	3
12403	25
1241	2
12411	1
12413	72
12419	2
1243	9
12431	49
12433	6
12437	8
1244	1
12445	136
12447	1
12449	3
1245	4
12455	2
1246	5
12461	36
12467	119
12471	50
12477	56
1248	1
12481	1
12483	1
12485	1
12487	16
1249	3
125	5
1250	20
12501	2
12503	4
1251	18
1252	1
1253	5
12531	173
1254	21
12549	51
12561	3
12565	6
1257	7
12581	11
1259	5
12599	2
126	9
12603	2
1261	4
12611	4
1262	8
1263	3
1264	5
12651	2
12657	1
12663	2
12665	5
12669	2
12671	7
12673	2
12677	7
12679	32
12685	9
1269	9
12695	11
12699	1
127	3
1270	11
1271	4
12711	15
12715	1
1272	1
12729	4
1273	1
12745	3
1275	1
12753	4
1276	4
1277	1
1278	1
12783	44
1279	6
12791	1
12795	1
128	3
1280	6
12803	1
1281	65
12815	19
1283	2
1285	17
12857	1
12859	19
1286	5
12863	3
12865	3
12867	1
1287	3
12875	5
12879	1
1288	12
12883	52
1289	3
12893	2
129	18
1290	4
12905	1
12907	3
12917	6
1292	121
12929	16
1293	17
1295	3
12955	1
12957	2
12959	2
1296	3
12967	55
1297	1
12979	12
1298	2
1299	13
12995	1
12997	7
130	4
1300	2
1301	9
13019	5
1302	5
13029	1
1303	12
13055	4
13057	2
13073	1
13093	6
131	1
1311	1
13115	6
13117	10
13119	4
1312	5
13125	411
1313	23
13137	1
13139	1
1314	2
13141	5
13145	1
13159	1
1316	5
13161	44
13163	2
13169	5
13171	8
13173	4
13175	4
132	17
13201	1
13203	25
13215	3
13219	2
13221	6
13231	2
13239	8
1324	11
1325	3
13251	1
13253	2
13261	3
13263	4
13267	2
1327	4
13271	29
1328	3
13283	5
1329	2
133	43
1331	2
1333	1
13331	29
13333	45
13335	12
13349	8
13357	6
13367	45
13377	2
13379	1
1338	8
13391	33
134	75
1340	7
13403	2
13405	90
13407	1
13409	4
1341	14
13411	9
1342	12
13421	2
13427	2
1343	7
1344	6
13441	1
13449	1
1345	8
1346	13
13469	19
1347	15
13479	1
1348	9
1349	9
135	45
1350	5
1351	17
1352	19
13535	44
13559	1
1356	5
13561	1
13563	1
1357	9
1358	13
13585	35
13587	1
1359	3
13595	3
13599	62
136	46
1360	1
13601	317
1361	12
1362	18
13629	10
1363	1
13639	5
1364	5
13643	1
1365	6
13655	52
13659	58
1366	3
13663	37
13667	34
1367	2
13673	1
13675	2
1368	2
1369	1
13691	1
137	8
1370	5
13709	7
1371	4
13715	5
1372	5
1373	1
1374	10
1375	12
13759	341
13767	2
1379	9
138	4
1380	3
13807	23
1383	1
13833	6
13835	1
13839	1
1384	9
13843	2
13851	11
13855	1
13859	2
1386	1
13863	4
1387	9
1389	2
139	8
1390	2
1391	1
13917	1
13939	5
1397	17
13971	2
1398	4
1399	1
1400	2
1401	4
14027	3
1403	2
1404	2
14045	7
1405	1
1406	3
1407	3
14073	3
14075	124
1408	5
1409	2
14093	4
141	3
1410	1
1411	2
1412	18
14123	4
14127	1
14129	3
1413	2
14131	127
14145	10
1416	3
14173	5
14175	10
14181	1
14189	4
1419	5
14199	51
142	11
14227	146
14237	5
1424	1
14247	2
1425	8
1426	2
14267	1
1427	3
14277	7
1428	1
14283	30
14289	169
1429	1
14293	38
143	42
1430	33
1431	2
14317	1
1432	2
1433	5
1434	1
14345	180
14347	5
14349	48
1435	3
14353	25
14355	18
14373	7
14379	3
14397	43
144	6
1440	1
14407	24
1441	18
1442	7
1443	2
1445	6
14467	182
14479	2
1448	2
145	64
1450	8
1451	7
14511	10
14513	101
14515	23
14527	19
1453	41
14539	5
1454	34
14543	5
1455	11
1456	1
14563	2
1457	9
14575	1
1458	2
1459	7
146	23
14617	1
1462	40
14629	4
14645	9
14647	3
1465	2
14653	11
14657	1
14659	2
1466	2
14661	1
14663	3
14669	18
1468	15
14685	1
1469	7
147	79
1470	21
1471	3
14713	103
14719	245
1472	3
1473	1
14735	7
1474	1
14741	256
14749	66
14751	41
14753	20
14765	21
148	7
14807	8
14811	39
14813	300
14817	5
1482	124
14827	10
14829	36
1483	5
14833	73
14837	29
1484	8
1485	3
14853	4
1486	38
1487	3
14875	2
1488	16
14893	1
149	42
1490	5
1491	10
14913	1
1492	3
14921	35
1493	2
1494	5
14941	10
1496	4
14967	72
1497	5
1498	29
1499	1
14991	6
14993	3
14995	1
15	36
150	117
1500	10
15005	8
15021	3
15037	193
15039	31
15043	3
15045	4
1505	3
15051	119
15059	13
1506	2
15061	15
15077	4
1508	5
15085	192
1509	16
15097	7
151	6
1510	1
15109	16
15117	6
15119	18
1512	2
15125	21
1513	1
15133	13
1516	15
1517	5
1519	49
15195	5
15197	7
15199	8
152	13
1520	10
15201	6
1521	5
15219	1
15225	64
15227	49
1524	8
1525	1
1526	10
1527	1
15279	1
1528	4
1529	1
15291	1
153	49
1530	124
15307	1
1531	2
15313	5
15315	101
1532	6
15323	12
1533	11
15335	36
1534	4
1535	1056
15359	2
1536	37
1537	1
15377	8
15379	82
1538	9
15389	1
15391	7
154	38
15409	5
1541	2
15411	2
15417	19
1542	12
1543	17
15437	2
15439	9
15451	54
1546	19
15487	5
15489	9
1549	2
155	13
1550	2
1552	1
1553	3
15535	1
15537	4
15539	1
1554	11
15541	1
1555	13
1556	6
15565	20
1557	9
15583	111
1559	52
15591	1
156	18
1560	4
15605	85
15609	3
1561	2
15611	3
15613	19
15617	2
1562	72
1563	5
15633	1
1564	12
15649	3
1565	19
15651	1
1566	8
1567	8
1568	9
15687	3
15689	32
1569	24
15699	14
157	32
1570	5
1571	102
1572	1
1573	2
15731	4
1575	538
15751	15
1576	9
1577	8
15771	18
15775	13
1578	3
15783	1
1579	20
15793	12
158	29
1580	1
15809	201
1581	4
15811	4
15813	5
1582	3
1583	10
15839	3
15841	4
15843	6
15845	3
15847	3
1585	3
1586	2
15863	17
15867	2
1587	5
15879	2
1588	4
15883	3
1589	39
15891	3
15895	2
159	9
1591	4
15911	27
15915	1
1592	10
15927	2
1593	5
15933	11
1594	21
15951	1
15959	1
1596	4
15961	2
15989	1
1599	1
16	74
160	82
16001	35
16005	24
16009	69
1601	24
16011	52
1602	15
16023	7
16027	1
1603	2
16035	60
1604	171
16049	42
16051	5
1606	27
16067	221
1607	7
1608	5
1609	1
16091	1
16099	9
161	9
16123	4
1614	5
16143	1
16149	8
16157	35
16169	11
1617	1
1618	3
16187	1
16189	3
1619	4
16199	1
162	6
16201	146
1621	1
16211	4
1622	6
16239	4
16241	3
16247	1
16251	1
16255	1
1626	10
1627	1
16273	1
1628	2
1629	6
163	1
1630	3
16317	7
16319	1
1632	3
1633	2
16331	9
1634	3
16347	1
1635	2
16353	32
16355	28
16363	1
1637	8
16381	4
16385	8
16389	1
1639	147
16395	1
16397	26
164	115
1640	13
16405	10
1641	3
16417	60
16419	16
1642	18
1643	1
16436	31
1644	2
16442	2
16444	5
16468	2
1647	11
16472	3
16474	1
16476	2
1648	1
16498	759
165	45
1650	11
16508	1
1651	4
16512	43
16518	10
1652	1
16524	100
16528	58
1654	2
1655	6
1657	23
1658	2
1659	1
16592	234
166	24
1660	5
16602	1
16604	2
16606	2
16608	57
1661	4
16610	8
1662	4
1663	4
16638	1
1664	3
16642	3
16644	2
16656	2
16662	74
16664	57
16668	38
16678	2
1668	3
16680	6
1669	2
16692	2
16694	3
167	31
1670	1
16700	19
16706	43
16732	27
1674	3
16742	205
16756	2
1676	1
16762	51
16774	64
1678	3
16782	235
168	14
1681	13
1682	10
1684	3
1685	3
1686	27
16866	2
16868	1
16870	56
1688	13
1689	418
16890	14
16894	35
169	52
1690	79
16904	14
16906	3
1691	100
16910	9
16914	2
16916	6
16918	72
1692	3
16934	5
1694	5
1695	14
1696	24
1698	97
16982	4
1699	90
17	11
170	40
1701	3
17012	1
1702	1
1704	3
1705	4
1706	3
1707	1
17074	78
1708	1
17080	3
17082	41
1709	4
171	7
1710	3
17115	5
1712	1
17121	19
1713	1
17157	12
17165	1
17187	17
1719	5
1720	1
17201	2
17205	8
1721	9
17211	1
1722	20
17223	3
1723	70
1724	1
17247	50
17249	9
1725	2
17251	1
1726	77
17265	183
17267	2
17269	10
1727	9
1728	9
1729	7
173	12
1731	11
1732	4
1733	3
1734	5
17341	2
1735	355
17351	2
17357	3
1736	1
17371	5
1738	3
17389	13
17391	1
17395	6
17397	5
174	38
17409	4
1742	3
17437	2
1744	3
1747	3
1748	2
17491	6
175	6
17505	10
1751	7
17513	301
17535	2
17537	1
17539	4
17543	1
17549	107
17573	1
17585	1
176	6
1760	19
1761	8
1762	8
1763	2
17635	4
17637	18
1764	2
17641	9
17643	2
1765	5
17659	1
1766	2
1767	3
17677	5
17679	5
1768	1
17681	9
1769	5
17699	3
177	43
1770	1
17703	1
1771	1
17725	1
17727	2
17729	92
17731	2
17739	3
17741	55
17743	1
17745	3
17747	5
1775	5
1777	2
17777	28
1778	2
17791	2
178	5
1780	4
1781	4
17813	2
17815	1
17819	2
1782	2
17821	17
17827	21
1783	1
17831	31
17843	4
17849	4
17867	4
1787	7
17871	1
17873	5
17875	7
17879	1
1788	1
17895	276
17909	37
1791	2
17917	2
17919	16
1792	4
1793	16
1794	6
17947	3
1795	3
1796	4
1797	4
1798	1
1799	6
18	11
180	14
1800	4
18001	32
1802	2
1803	2
18039	9
1804	5
18041	13
1805	1
18055	6
1806	2
1807	5
1808	17
18095	34
18097	4
18099	3
181	4
1810	11
1811	3
18115	42
18119	25
1812	13
18121	3
1813	3
18139	34
18149	2
1815	6
18153	176
1816	21
1817	2
18177	2
18179	34
1818	186
18195	40
182	48
1820	1
1821	2
1822	2
18229	44
18231	1
1824	21
18245	121
18247	57
1825	3
1826	6
1827	72
18277	60
1829	51
18295	14
183	4
1831	1
1832	5
1833	1
1834	1
18343	1
1835	4
1836	9
1837	3
18375	1
1838	15
18391	1
18393	7
18397	19
184	4
1840	29
1841	1
18411	8
1842	4
1843	1
1844	3
18441	3
1845	3
18455	3
18457	3
1846	13
18465	9
1847	1
1848	1
18495	14
18497	18
18499	1
185	81
18507	148
1852	24
18523	5
18525	3
1853	1
1854	3
1855	1
18557	1
1856	1
1857	1
1858	14
1859	6
18599	6
186	11
1860	15
1861	1
18617	32
18619	8
1862	4
1864	2
1865	2
18653	2
18655	2
1866	1
18661	2
1867	3
18671	103
18677	41
18679	395
1868	3
18689	64
1869	1
18691	2
18693	2
18695	1
187	10
1872	1
1874	1
18745	3
18753	6
18755	1
18767	21
18771	4
1878	2
1879	8
188	4
1880	3
1883	1
1884	2
18849	4
1885	2
18851	2
18857	80
1886	1
1887	227
1888	3
1889	98
18893	39
18897	152
189	52
1894	9
1895	2
18959	2
1896	7
1899	2
19	306
190	6
1901	9
1902	2
19021	7
19023	16
19029	1
1904	2
1905	1
19051	5
1906	6
19067	4
1907	1
1908	1
1909	2
191	5
1910	1
19101	2
19109	2
1911	1
19111	37
19115	7
19117	16
1912	6
19123	4
1913	6
19133	2
19135	2
1914	5
1915	18
19151	25
19157	6
19159	1
19163	38
1918	2
1919	1
19191	4
19193	8
19195	1
1920	4
1921	9
19211	6
1922	3
19221	72
1923	3
1924	1
1925	2
19251	2
19257	8
19261	2
1927	1
1928	3
19283	2
19285	4
1929	4
19291	26
19297	1
193	29
1930	2
1931	2
19315	187
19319	17
1932	4
1933	1
1935	13
19351	3
1936	5
19363	14
19365	47
19367	13
19369	46
1937	1
1938	1
19383	41
19391	5
19397	1
194	10
1940	6
1941	4
1942	4
19429	88
1943	93
19431	1
1944	4
1946	7
19469	4
19489	19
1949	3
195	44
1951	13
19511	3
1952	7
1953	3
1954	4
1955	2
1956	9
19569	3
19573	1
19575	3
1959	2
196	26
1961	10
19613	8
1962	4
19631	4
19647	11
1965	36
19653	8
1966	7
1967	3
19671	2
1968	2
19685	34
1969	4
19697	1
197	4
19703	44
1972	2
1973	4
1974	25
19759	4
19769	58
1977	2
19775	64
1978	3
1979	1
19799	4
198	43
1980	3
1981	3
19815	439
1982	2
1983	1
1984	2
19841	8
1985	3
19855	14
19857	4
19859	1
1986	1
1988	1
1989	4
199	213
1990	1
1991	4
19919	3
1994	3
19945	2
19951	30
19953	2
1996	1
20	350
200	18
2000	15
2001	528
2002	41
20021	58
2003	3
20031	63
20033	7
20039	2
2004	3
20045	2
20047	56
20053	8
20057	86
2006	4
2007	1
20075	1
2008	1
201	13
2010	2
2011	1
2012	4
2013	3
2014	1
20159	66
2016	2
2017	2
2018	3
202	83
2020	2
20207	1
20221	2
2023	3
2025	124
2026	28
20267	1
2029	5
203	4
2030	18
2031	6
2032	4
20329	3
2033	7
2034	193
2035	10
20355	4
